,cpu_price,storage_price,intra_dc_bw_price,inter_region_bw_price,total_cost,task_count,data_size,task_size,response_time_slo,availability_slo,inter_region_bw_capacity,inter_region_bw_delay,intra_region_bw_capacity,intra_region_bw_delay,intra_dc_bw_capacity,intra_dc_bw_delay,provider_id
24,0.02,0.006,0.001,0.0015,0.0,7000.0,517.3063864147656,255.10424506383566,167.93081818552267,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
25,0.02,0.006,0.001,0.0015,0.0,10000.0,483.42685956636467,275.52503698040056,172.94865948799043,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
26,0.02,0.006,0.001,0.0015,0.0,3000.0,677.855414279252,881.1012899931052,181.17187796872395,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
27,0.02,0.006,0.001,0.0015,0.0,5000.0,652.1503449909494,849.492087213731,184.9298481013981,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
28,0.02,0.006,0.001,0.0015,0.0,1000.0,532.9980384907113,615.4786581032272,185.29990263888448,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
29,0.02,0.006,0.001,0.0015,0.0,7000.0,975.6457483594909,412.29764304517846,187.09431827908142,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
30,0.02,0.006,0.001,0.0015,0.0,3000.0,841.6198993971645,677.218409248929,184.84369507772294,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
31,0.02,0.006,0.001,0.0015,0.0,1000.0,915.2642768282183,737.5078872929427,177.11704150428096,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
32,0.02,0.006,0.001,0.0015,0.0,2000.0,940.4670741966946,374.4811816393238,202.96952839303114,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
33,0.02,0.006,0.001,0.0015,0.0,7000.0,519.8872722911563,201.83245544701896,178.98139741480574,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
34,0.02,0.006,0.001,0.0015,0.0,2000.0,473.2311914937329,494.9121248881128,186.72947326396118,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
35,0.02,0.006,0.001,0.0015,0.0,2000.0,962.6340159221405,996.5830814342035,176.981959434051,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
36,0.02,0.006,0.001,0.0015,0.0,7000.0,871.7831248547321,670.1720414558872,191.61134414725976,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
37,0.02,0.006,0.001,0.0015,0.0,3000.0,477.81708647252634,730.8438182940396,186.1409095543012,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
38,0.02,0.006,0.001,0.0015,0.0,3000.0,803.2173107916944,235.80900722860693,169.71329378990626,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
39,0.02,0.006,0.001,0.0015,0.0,3000.0,587.1797499536589,342.960844299648,194.38523339459834,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
40,0.02,0.006,0.001,0.0015,0.0,1000.0,999.7229380056959,205.0450806785304,170.34785712785904,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
41,0.02,0.006,0.001,0.0015,0.0,2000.0,667.9602166854991,577.6869219940379,187.14576377681806,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
42,0.02,0.006,0.001,0.0015,0.0,1000.0,933.0032554639854,439.98813442793494,182.0214913873926,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
43,0.02,0.006,0.001,0.0015,0.0,2000.0,501.4756797814995,687.8883508793299,186.73379998236217,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
44,0.02,0.006,0.001,0.0015,0.0,1000.0,974.3826943257524,625.8580595668266,169.49712858340243,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
45,0.02,0.006,0.001,0.0015,0.0,7000.0,810.3479549358296,373.55946576302597,189.87596819362332,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
46,0.02,0.006,0.001,0.0015,0.0,10000.0,966.341837737001,359.11895247248367,175.48283936764426,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
47,0.02,0.006,0.001,0.0015,0.0,10000.0,729.6568231204496,998.6969205080145,175.61763097271688,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
48,0.02,0.006,0.001,0.0015,0.0,10000.0,905.335774563563,959.1254139763738,175.40524271838856,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
49,0.02,0.006,0.001,0.0015,0.0,1000.0,940.8506683586681,416.55218996481403,185.98655250612418,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
50,0.02,0.006,0.001,0.0015,0.0,7000.0,317.0089816895626,492.4876431274986,192.9062240589858,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
51,0.02,0.006,0.001,0.0015,0.0,1000.0,319.776767711421,506.51270333982234,187.17389644500184,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
52,0.02,0.006,0.001,0.0015,0.0,5000.0,578.1074778695845,970.1286779136555,177.48092580435076,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
53,0.02,0.006,0.001,0.0015,0.0,10000.0,384.97510007333756,715.8651013972233,171.65180736382098,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
54,0.02,0.006,0.001,0.0015,0.0,3000.0,873.5815571305565,636.3182188893671,178.9117663739781,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
55,0.02,0.006,0.001,0.0015,0.0,5000.0,669.1609048334698,402.1711183284458,192.251608598066,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
56,0.02,0.006,0.001,0.0015,0.0,10000.0,640.878943031878,757.4583582755882,181.10304609585742,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
57,0.02,0.006,0.001,0.0015,0.0,10000.0,699.2510189731381,840.457771783967,187.21845259347774,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
58,0.02,0.006,0.001,0.0015,0.0,7000.0,465.4917323109446,618.026354246542,181.00583753438374,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
59,0.02,0.006,0.001,0.0015,0.0,2000.0,979.4922542217353,896.2430762387919,165.86340636094803,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
60,0.02,0.006,0.001,0.0015,0.0,10000.0,693.9841229424476,743.3938075517839,181.7860506165747,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
61,0.02,0.006,0.001,0.0015,0.0,2000.0,987.4022776144732,470.8909334636649,184.74593736874837,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
62,0.02,0.006,0.001,0.0015,0.0,3000.0,997.8376353559175,356.88043511721145,188.02786114581227,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
63,0.02,0.006,0.001,0.0015,0.0,2000.0,711.0658763206859,257.306466749315,172.9237573883196,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
64,0.02,0.006,0.001,0.0015,0.0,5000.0,793.8782801481631,909.560311290472,172.09547958797555,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
65,0.02,0.006,0.001,0.0015,0.0,2000.0,889.5515166898382,992.5964720674177,172.6533088896818,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
66,0.02,0.006,0.001,0.0015,0.0,5000.0,462.649599560756,623.2439994432418,181.253361276853,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
67,0.02,0.006,0.001,0.0015,0.0,10000.0,330.74393495540386,669.3246594800022,179.96859585716348,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
68,0.02,0.006,0.001,0.0015,0.0,7000.0,423.3996276293952,456.62155843398364,187.63047253976947,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
69,0.02,0.006,0.001,0.0015,0.0,3000.0,685.4244038918378,931.0641597411405,178.13500618119133,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
70,0.02,0.006,0.001,0.0015,0.0,2000.0,775.6131843530225,528.8860468417734,190.35834734339107,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
71,0.02,0.006,0.001,0.0015,0.0,5000.0,480.5395629761378,230.4428833144434,174.35380235462213,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
72,0.02,0.006,0.001,0.0015,0.0,5000.0,803.5567267057588,751.6135085478022,168.8145709615714,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
73,0.02,0.006,0.001,0.0015,0.0,5000.0,430.9380280223608,619.2918272635751,170.59336181734642,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
74,0.02,0.006,0.001,0.0015,0.0,7000.0,979.6519953616427,635.0318539924401,170.2018298383015,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
75,0.02,0.006,0.001,0.0015,0.0,7000.0,485.6940505738248,314.37739101971454,182.35924232656586,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
76,0.02,0.006,0.001,0.0015,0.0,1000.0,612.6899252596775,750.9535011496437,177.38096588662347,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
77,0.02,0.006,0.001,0.0015,0.0,10000.0,975.1505633339925,787.7844203102668,182.72259163123488,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
78,0.02,0.006,0.001,0.0015,0.0,7000.0,602.6583781573463,872.8876875063637,165.41402206452165,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
79,0.02,0.006,0.001,0.0015,0.0,1000.0,419.5809659671596,567.9200553336176,156.0757186286171,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
80,0.02,0.006,0.001,0.0015,0.0,7000.0,568.6429146634905,855.6239324091036,156.29838472540996,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
81,0.02,0.006,0.001,0.0015,0.0,2000.0,845.0125156857645,588.7953392847674,171.40566727938216,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
82,0.02,0.006,0.001,0.0015,0.0,2000.0,453.7370891970786,228.9810914239805,179.25518891545534,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
83,0.02,0.006,0.001,0.0015,0.0,2000.0,480.98737112989386,447.5508970949714,174.53298059675643,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
84,0.02,0.006,0.001,0.0015,0.0,5000.0,493.39419065017034,258.82325823196936,176.36580347201797,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
85,0.02,0.006,0.001,0.0015,0.0,1000.0,650.4039791245877,369.98283967409833,177.0692137460815,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
86,0.02,0.006,0.001,0.0015,0.0,7000.0,432.33540556004937,617.6003078509532,170.38475054065276,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
87,0.02,0.006,0.001,0.0015,0.0,1000.0,428.22372066595005,953.3095765698511,183.08513824097125,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
88,0.02,0.006,0.001,0.0015,0.0,7000.0,468.1726596198971,368.51353885950743,180.64439613506312,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
89,0.02,0.006,0.001,0.0015,0.0,7000.0,780.9381093668521,330.3754319756342,183.2877174680735,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
90,0.02,0.006,0.001,0.0015,0.0,1000.0,365.7544590337002,291.20605056199685,178.66933138837635,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
91,0.02,0.006,0.001,0.0015,0.0,7000.0,710.5248851347551,479.3754466549076,160.54097836712938,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
92,0.02,0.006,0.001,0.0015,0.0,10000.0,595.1341759214245,458.91467666496777,183.09434470328944,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
93,0.02,0.006,0.001,0.0015,0.0,10000.0,653.1346801221368,294.6816053514566,169.85865930868368,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
94,0.02,0.006,0.001,0.0015,0.0,3000.0,851.0892586863196,245.3925002510208,176.49355219322635,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
95,0.02,0.006,0.001,0.0015,0.0,5000.0,672.6030511009158,280.63795997469117,165.3793560956193,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
96,0.02,0.006,0.001,0.0015,0.0,3000.0,832.3067204329103,785.4627117054749,185.29864088528828,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
97,0.02,0.006,0.001,0.0015,0.0,10000.0,770.014353303044,918.2206667524089,200.86577353954792,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
98,0.02,0.006,0.001,0.0015,0.0,1000.0,546.3998774618882,624.9964548892004,176.4388164857114,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
99,0.02,0.006,0.001,0.0015,0.0,10000.0,947.29451926188,909.4868311573093,180.68287666273753,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
100,0.02,0.006,0.001,0.0015,0.0,10000.0,439.40980758148646,883.497519797545,179.15167040517224,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
101,0.02,0.006,0.001,0.0015,0.0,10000.0,654.6009253647849,332.65250941336853,182.61467728957098,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
102,0.02,0.006,0.001,0.0015,0.0,2000.0,310.3656422784758,473.8637768995078,176.4098986933921,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
103,0.02,0.006,0.001,0.0015,0.0,5000.0,911.5223986068986,656.1130774469666,189.9598970704973,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
104,0.02,0.006,0.001,0.0015,0.0,1000.0,678.3923053585312,852.0548107703092,183.85597445745972,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
105,0.02,0.006,0.001,0.0015,0.0,5000.0,883.7440443436249,239.60629774166318,175.27004481577984,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
106,0.02,0.006,0.001,0.0015,0.0,1000.0,854.3186302247731,880.9580157894868,169.59701929141542,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
107,0.02,0.006,0.001,0.0015,0.0,2000.0,753.4227265903355,393.11358214898064,171.81876053514458,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
108,0.02,0.006,0.001,0.0015,0.0,5000.0,931.1354514224694,602.1782705922355,167.58625472846308,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
109,0.02,0.006,0.001,0.0015,0.0,3000.0,319.0501457062542,415.09912815782934,186.33587408153727,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
110,0.02,0.006,0.001,0.0015,0.0,5000.0,906.0708685746552,451.77175156988915,191.9737001116246,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
111,0.02,0.006,0.001,0.0015,0.0,5000.0,542.3636822636365,751.705480440063,181.60518266983436,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
112,0.02,0.006,0.001,0.0015,0.0,5000.0,837.1328932176359,342.79406183410003,177.3316591080945,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
113,0.02,0.006,0.001,0.0015,0.0,2000.0,511.34954828894524,412.2150523392774,183.73463238374023,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
114,0.02,0.006,0.001,0.0015,0.0,2000.0,315.2889236920716,982.0709343645801,173.41298938090506,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
115,0.02,0.006,0.001,0.0015,0.0,3000.0,736.4780056893974,721.5250975622291,187.12070721805435,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
116,0.02,0.006,0.001,0.0015,0.0,2000.0,825.9205250987568,295.71196002989905,178.56437045517512,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
117,0.02,0.006,0.001,0.0015,0.0,5000.0,363.5755222071189,531.7892461692443,168.70095399991104,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
118,0.02,0.006,0.001,0.0015,0.0,10000.0,598.803787124961,388.0567273676495,173.7944605587806,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
119,0.02,0.006,0.001,0.0015,0.0,5000.0,770.0022755350519,341.4899570491812,175.58473943840696,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
120,0.02,0.006,0.001,0.0015,0.0,1000.0,900.9641030775907,988.0913537787309,194.61781867185218,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
121,0.02,0.006,0.001,0.0015,0.0,3000.0,302.3191058484567,520.2137388022252,197.70339123751836,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
122,0.02,0.006,0.001,0.0015,0.0,2000.0,759.4871801941854,246.7873561796594,181.93593911741792,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
123,0.02,0.006,0.001,0.0015,0.0,7000.0,725.4423279877682,892.8955402575016,170.33713088947232,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
124,0.02,0.006,0.001,0.0015,0.0,2000.0,550.2980889892451,432.8112830137714,178.49489682211274,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
125,0.02,0.006,0.001,0.0015,0.0,2000.0,502.63187407069245,585.4551094168075,192.4517556801183,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
126,0.02,0.006,0.001,0.0015,0.0,2000.0,351.35239561424464,560.3575275509695,180.13991326798669,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
127,0.02,0.006,0.001,0.0015,0.0,1000.0,858.5915575128342,291.32534054557925,167.21888418911593,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
128,0.02,0.006,0.001,0.0015,0.0,3000.0,352.891070787426,910.6639792776374,175.5511943783027,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
129,0.02,0.006,0.001,0.0015,0.0,3000.0,847.1737965992036,242.8829076941648,185.10612475504055,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
130,0.02,0.006,0.001,0.0015,0.0,7000.0,460.1270582933562,951.8675971920188,209.38391886283875,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
131,0.02,0.006,0.001,0.0015,0.0,10000.0,399.7596639141792,701.2088447741531,182.05290528663687,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
132,0.02,0.006,0.001,0.0015,0.0,5000.0,613.0248722626707,544.4292731659375,175.1353433697602,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
133,0.02,0.006,0.001,0.0015,0.0,10000.0,718.7605447954674,328.39808358746393,186.3231852095097,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
134,0.02,0.006,0.001,0.0015,0.0,1000.0,318.79418751293076,521.2731137994188,165.557486429571,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
135,0.02,0.006,0.001,0.0015,0.0,3000.0,957.8391619323717,530.4476856890394,175.4696012665649,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
136,0.02,0.006,0.001,0.0015,0.0,2000.0,950.1257299423112,484.5438090687006,186.14426269326685,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
137,0.02,0.006,0.001,0.0015,0.0,10000.0,777.3074641292874,887.5557344350941,163.82747934531528,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
138,0.02,0.006,0.001,0.0015,0.0,7000.0,581.9649975719974,364.6573007583528,189.29023293582387,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
139,0.02,0.006,0.001,0.0015,0.0,1000.0,780.9993523650974,749.3042971236163,200.83026333283098,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
140,0.02,0.006,0.001,0.0015,0.0,1000.0,702.0095449437656,287.15535975541763,170.15366271791788,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
141,0.02,0.006,0.001,0.0015,0.0,10000.0,354.590490441279,429.99672541762527,167.45989158828957,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
142,0.02,0.006,0.001,0.0015,0.0,5000.0,942.366549357735,918.415643299648,178.92281453002295,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
143,0.02,0.006,0.001,0.0015,0.0,2000.0,585.2347718487083,671.0818617850032,178.5402745237984,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
144,0.02,0.006,0.001,0.0015,0.0,5000.0,627.6760630635641,275.2895206422923,160.01028126924578,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
145,0.02,0.006,0.001,0.0015,0.0,1000.0,918.1332855214638,518.1063333724246,170.97684249407104,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
146,0.02,0.006,0.001,0.0015,0.0,10000.0,507.1380856996876,269.46265174243206,178.56837464097532,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
147,0.02,0.006,0.001,0.0015,0.0,2000.0,513.5922784503967,623.4900492660583,190.84989387282292,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
148,0.02,0.006,0.001,0.0015,0.0,5000.0,681.3192870127664,352.36013789393087,183.90953513987793,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
149,0.02,0.006,0.001,0.0015,0.0,7000.0,900.6499277381962,985.7177536937814,184.53758418951918,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
150,0.02,0.006,0.001,0.0015,0.0,1000.0,727.7982599140669,889.69787704262,175.3165303884799,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
151,0.02,0.006,0.001,0.0015,0.0,5000.0,697.4298611382949,865.2215688793826,166.38301072043978,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
152,0.02,0.006,0.001,0.0015,0.0,7000.0,677.658680623286,606.0066611800487,167.60850652513503,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
153,0.02,0.006,0.001,0.0015,0.0,7000.0,880.5158690242987,469.7902818494144,187.7104277255016,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
154,0.02,0.006,0.001,0.0015,0.0,7000.0,697.816171962122,640.5600299897864,185.08444096352997,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
155,0.02,0.006,0.001,0.0015,0.0,3000.0,605.2121139218107,256.74177163195475,175.3856971405365,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
156,0.02,0.006,0.001,0.0015,0.0,1000.0,615.9707468309759,222.80632528073755,171.00460143268413,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
157,0.02,0.006,0.001,0.0015,0.0,2000.0,700.9503767003797,823.343216166593,182.9567281919923,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
158,0.02,0.006,0.001,0.0015,0.0,3000.0,985.4985998211802,803.7665813576809,184.06863409942426,0.95,500.0,150.0,1000.0,50.0,8000.0,10.0,1.0
